country_from,country_to,S.No.,HSCode,Commodity,2023-2024,2024-2025,%Growth
India,Qatar,42,43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.03,0.00,-93.03
India,Qatar,43,44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,2.89,3.12,7.84
India,Qatar,44,45,CORK AND ARTICLES OF CORK.,0.03,0.03,16.35
India,Qatar,45,46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.07,0.08,4.07
India,Qatar,46,47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,0.00,0.02,n/a
India,Qatar,47,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",19.19,18.95,-1.26
India,Qatar,48,49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",2.36,2.50,5.92
India,Qatar,49,50,SILK,0.35,0.42,18.82
India,Qatar,50,51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0.14,0.18,26.66
India,Qatar,51,52,COTTON.,1.07,0.72,-32.17
India,Qatar,52,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,1.56,1.15,-26.03
India,Qatar,53,54,MAN-MADE FILAMENTS.,2.11,1.61,-23.74
India,Qatar,54,55,MAN-MADE STAPLE FIBRES.,1.62,1.75,8.3
India,Qatar,55,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",4.19,2.64,-37.02
India,Qatar,56,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,2.62,4.88,86.49
India,Qatar,57,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,0.16,0.22,35.67
India,Qatar,58,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2.87,1.46,-49.15
India,Qatar,59,60,KNITTED OR CROCHETED FABRICS.,0.32,0.30,-4.59
India,Qatar,60,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",20.13,20.96,4.1
India,Qatar,61,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",31.92,36.68,14.9
India,Qatar,62,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,6.35,6.04,-4.83
India,Qatar,63,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",6.57,5.51,-16.13
India,Qatar,64,65,HEADGEAR AND PARTS THEREOF.,0.58,0.57,-1.08
India,Qatar,65,66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.00,0.01,1141.01
India,Qatar,66,67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.03,0.02,-19.87
India,Qatar,67,68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",18.90,16.18,-14.36
India,Qatar,68,69,CERAMIC PRODUCTS.,38.57,34.45,-10.68
India,Qatar,69,70,GLASS AND GLASSWARE.,14.36,10.04,-30.08
India,Qatar,70,71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",99.37,113.76,14.48
India,Qatar,71,72,IRON AND STEEL,32.11,27.31,-14.94
India,Qatar,72,73,ARTICLES OF IRON OR STEEL,200.19,154.16,-22.99
India,Qatar,73,74,COPPER AND ARTICLES THEREOF.,12.30,3.28,-73.32
India,Qatar,74,75,NICKEL AND ARTICLES THEREOF.,0.91,0.66,-27.27
India,Qatar,75,76,ALUMINIUM AND ARTICLES THEREOF.,27.99,15.18,-45.76
India,Qatar,76,78,LEAD AND ARTICLES THEREOF.,0.86,0.15,-82.57
India,Qatar,77,79,ZINC AND ARTICLES THEREOF.,0.61,1.12,83.09
India,Qatar,78,80,TIN AND ARTICLES THEREOF.,0.01,0.13,910.03
India,Qatar,79,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,0.08,0.07,-11.25
India,Qatar,80,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",2.88,2.29,-20.39
India,Qatar,81,83,MISCELLANEOUS ARTICLES OF BASE METAL.,2.79,4.90,75.69
India,Qatar,82,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",106.42,151.73,42.57
India,Qatar,83,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",67.67,69.19,2.26
India,Qatar,84,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",0.03,0.05,55.22
India,Qatar,85,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",109.56,95.49,-12.84
India,Qatar,86,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.46,0.10,-77.51
India,Qatar,87,89,"SHIPS, BOATS AND FLOATING STRUCTURES.",73.64,49.62,-32.63
India,Qatar,88,90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",34.40,45.77,33.08
India,Qatar,89,91,CLOCKS AND WATCHES AND PARTS THEREOF.,0.53,0.59,11.19
India,Qatar,90,92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,0.00,0.00,-57.05
India,Qatar,91,93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.00,0.09,42703.84
India,Qatar,92,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",7.55,9.86,30.63
India,Qatar,93,95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",0.82,0.87,6.35
India,Qatar,94,96,MISCELLANEOUS MANUFACTURED ARTICLES.,2.79,2.07,-25.79
India,Qatar,95,97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,0.08,0.11,30.51
India,Qatar,96,98,PROJECT GOODS; SOME SPECIAL USES.,0.17,0.20,17.38
India,Qatar,97,99,MISCELLANEOUS GOODS.,0.00,0.00,-29.63
India,Russia,1,2,MEAT AND EDIBLE MEAT OFFAL.,55.92,35.75,-36.07
India,Russia,2,3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",149.42,123.05,-17.65
India,Russia,3,4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",3.72,10.51,182.7
India,Russia,4,5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",0.02,0.02,13.98
India,Russia,5,6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.10,0.06,-44.88
India,Russia,6,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,29.81,38.44,28.96
India,Russia,7,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,36.95,39.75,7.56
India,Russia,8,9,"COFFEE, TEA, MATE AND SPICES.",100.70,102.66,1.95
India,Russia,9,10,CEREALS.,66.38,85.15,28.28
India,Russia,10,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,1.48,0.22,-85.12
India,Russia,11,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",70.91,75.48,6.45
India,Russia,12,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",75.90,72.92,-3.93
India,Russia,13,14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.01,0.07,891.34
India,Russia,14,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,34.74,51.59,48.47
India,Russia,15,16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",5.88,7.02,19.27
India,Russia,16,17,SUGARS AND SUGAR CONFECTIONERY.,1.85,2.11,14.37
India,Russia,17,18,COCOA AND COCOA PREPARATIONS.,0.11,0.34,217.56
India,Russia,18,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",0.80,0.45,-44.05
India,Russia,19,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",34.62,42.99,24.16
India,Russia,20,21,MISCELLANEOUS EDIBLE PREPARATIONS.,79.84,94.63,18.51
India,Russia,21,22,"BEVERAGES, SPIRITS AND VINEGAR.",5.85,3.87,-33.84
India,Russia,22,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,2.48,6.22,150.93
India,Russia,23,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,72.12,44.11,-38.84
India,Russia,24,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",4.99,8.34,67.24
India,Russia,25,26,"ORES, SLAG AND ASH.",0.00,0.02,n/a
India,Russia,26,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",16.20,11.92,-26.41
India,Russia,27,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",210.45,243.89,15.89
India,Russia,28,29,ORGANIC CHEMICALS,336.40,369.05,9.7
India,Russia,29,30,PHARMACEUTICAL PRODUCTS,386.68,421.09,8.9
India,Russia,30,31,FERTILISERS.,0.16,0.25,59.39
India,Russia,31,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",61.74,78.57,27.27
India,Russia,32,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",21.66,23.71,9.44
India,Russia,33,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",33.82,31.88,-5.73
India,Russia,34,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,10.48,11.94,13.97
India,Russia,35,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,2.27,6.64,192.0
India,Russia,36,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0.10,0.55,474.96
India,Russia,37,38,MISCELLANEOUS CHEMICAL PRODUCTS.,138.11,173.16,25.37
India,Russia,38,39,PLASTIC AND ARTICLES THEREOF.,79.54,110.06,38.36
India,Russia,39,40,RUBBER AND ARTICLES THEREOF.,72.25,78.70,8.92
India,Russia,40,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,9.05,8.22,-9.21
India,Russia,41,42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",16.25,14.82,-8.79
India,Russia,42,43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.00,0.01,229.28
India,Russia,43,44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,1.19,0.78,-35.01
India,Russia,44,45,CORK AND ARTICLES OF CORK.,0.04,0.05,24.33
India,Russia,45,46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.02,0.03,31.61
India,Russia,46,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",15.82,22.97,45.17
India,Russia,47,49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",0.25,0.16,-35.84
India,Russia,48,50,SILK,0.01,0.07,709.76
India,Russia,49,51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0.81,1.23,51.61
India,Russia,50,52,COTTON.,2.19,3.52,60.28
India,Russia,51,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,3.90,4.51,15.5
India,Russia,52,54,MAN-MADE FILAMENTS.,14.67,28.62,95.12
India,Russia,53,55,MAN-MADE STAPLE FIBRES.,10.09,8.77,-13.11
India,Russia,54,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",3.30,3.78,14.73
India,Russia,55,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,12.81,9.36,-26.93
India,Russia,56,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,0.33,0.32,-2.8
India,Russia,57,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",1.54,3.33,115.38
India,Russia,58,60,KNITTED OR CROCHETED FABRICS.,0.06,0.03,-54.47
India,Russia,59,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",16.86,25.73,52.55
India,Russia,60,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",32.65,72.68,122.63
India,Russia,61,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,8.61,10.64,23.59
India,Russia,62,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",37.48,31.01,-17.26
India,Russia,63,65,HEADGEAR AND PARTS THEREOF.,0.23,0.49,118.07
India,Russia,64,66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.00,0.01,1720.76
India,Russia,65,67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.14,0.80,472.73
India,Russia,66,68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",23.94,23.48,-1.94
India,Russia,67,69,CERAMIC PRODUCTS.,134.20,146.52,9.18
India,Russia,68,70,GLASS AND GLASSWARE.,5.18,6.62,28.01
India,Russia,69,71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",7.20,10.35,43.69
India,Russia,70,72,IRON AND STEEL,282.38,131.28,-53.51
India,Russia,71,73,ARTICLES OF IRON OR STEEL,58.58,71.80,22.55
India,Russia,72,74,COPPER AND ARTICLES THEREOF.,10.56,10.10,-4.35
India,Russia,73,75,NICKEL AND ARTICLES THEREOF.,0.67,0.45,-32.97
India,Russia,74,76,ALUMINIUM AND ARTICLES THEREOF.,6.11,23.32,281.85
India,Russia,75,78,LEAD AND ARTICLES THEREOF.,0.04,0.04,3.56
India,Russia,76,79,ZINC AND ARTICLES THEREOF.,1.41,2.08,47.8
India,Russia,77,80,TIN AND ARTICLES THEREOF.,0.00,0.00,-91.4
India,Russia,78,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,0.34,0.07,-78.99
India,Russia,79,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",39.31,45.29,15.23
India,Russia,80,83,MISCELLANEOUS ARTICLES OF BASE METAL.,10.89,13.46,23.62
India,Russia,81,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",650.30,1137.42,74.91
India,Russia,82,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",347.81,363.04,4.38
India,Russia,83,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",9.41,2.01,-78.69
India,Russia,84,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",43.62,47.34,8.51
India,Russia,85,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",67.69,26.53,-60.81
India,Russia,86,89,"SHIPS, BOATS AND FLOATING STRUCTURES.",7.20,0.03,-99.64
India,Russia,87,90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",140.57,132.41,-5.81
India,Russia,88,91,CLOCKS AND WATCHES AND PARTS THEREOF.,0.36,0.12,-66.72
India,Russia,89,92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,0.03,0.23,659.16
India,Russia,90,93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,1.17,4.69,300.77
India,Russia,91,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",4.33,3.23,-25.46
India,Russia,92,95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",3.11,4.19,34.86
India,Russia,93,96,MISCELLANEOUS MANUFACTURED ARTICLES.,9.52,13.33,39.94
India,Russia,94,97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,0.04,0.01,-76.84
India,Russia,95,98,PROJECT GOODS; SOME SPECIAL USES.,2.56,2.78,8.48
India,Russia,96,99,MISCELLANEOUS GOODS.,0.00,0.00,-25.93
India,Saudi Arab,1,2,MEAT AND EDIBLE MEAT OFFAL.,274.98,318.19,15.72
India,Saudi Arab,2,3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",3.28,4.04,22.94
India,Saudi Arab,3,4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",37.84,82.32,117.52
India,Saudi Arab,4,5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",0.04,0.01,-72.22
India,Saudi Arab,5,6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,1.27,0.62,-51.66
India,Saudi Arab,6,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,44.81,41.23,-7.99
India,Saudi Arab,7,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,91.06,96.22,5.67
India,Saudi Arab,8,9,"COFFEE, TEA, MATE AND SPICES.",144.59,169.28,17.07
India,Saudi Arab,9,10,CEREALS.,1363.43,1331.00,-2.38
India,Saudi Arab,10,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,11.85,11.53,-2.77
India,Saudi Arab,11,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",35.32,29.38,-16.82
India,Saudi Arab,12,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",2.78,3.10,11.65
India,Saudi Arab,13,14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,1.85,3.31,78.95
India,Saudi Arab,14,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,15.37,16.09,4.66
India,Saudi Arab,15,16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.00,0.00,n/a
India,Saudi Arab,16,17,SUGARS AND SUGAR CONFECTIONERY.,11.83,12.00,1.47
India,Saudi Arab,17,18,COCOA AND COCOA PREPARATIONS.,7.78,9.79,25.87
India,Saudi Arab,18,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",28.26,29.40,4.02
India,Saudi Arab,19,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",62.20,76.45,22.91
India,Saudi Arab,20,21,MISCELLANEOUS EDIBLE PREPARATIONS.,26.87,34.26,27.51
India,Saudi Arab,21,22,"BEVERAGES, SPIRITS AND VINEGAR.",0.59,0.70,18.42
India,Saudi Arab,22,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,27.75,15.14,-45.46
India,Saudi Arab,23,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,25.54,37.26,45.88
India,Saudi Arab,24,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",110.58,76.73,-30.62
India,Saudi Arab,25,26,"ORES, SLAG AND ASH.",18.42,26.81,45.56
India,Saudi Arab,26,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",918.15,495.12,-46.07
India,Saudi Arab,27,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",104.18,153.28,47.12
India,Saudi Arab,28,29,ORGANIC CHEMICALS,902.54,817.04,-9.47
India,Saudi Arab,29,30,PHARMACEUTICAL PRODUCTS,82.67,155.46,88.05
India,Saudi Arab,30,31,FERTILISERS.,0.18,0.25,36.76
India,Saudi Arab,31,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",37.85,43.25,14.27
India,Saudi Arab,32,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",79.75,88.61,11.12
India,Saudi Arab,33,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",52.01,42.24,-18.77
India,Saudi Arab,34,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,31.00,24.73,-20.23
India,Saudi Arab,35,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,4.83,11.06,128.72
India,Saudi Arab,36,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0.04,0.16,284.6
India,Saudi Arab,37,38,MISCELLANEOUS CHEMICAL PRODUCTS.,112.60,120.04,6.61
India,Saudi Arab,38,39,PLASTIC AND ARTICLES THEREOF.,174.61,218.05,24.88
India,Saudi Arab,39,40,RUBBER AND ARTICLES THEREOF.,87.91,94.75,7.78
India,Saudi Arab,40,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,0.01,0.09,654.99
India,Saudi Arab,41,42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",10.55,9.94,-5.77
India,Saudi Arab,42,43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.04,0.02,-51.35
India,Saudi Arab,43,44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,16.96,16.40,-3.27
India,Saudi Arab,44,45,CORK AND ARTICLES OF CORK.,0.45,0.42,-7.34
India,Saudi Arab,45,46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",1.06,0.97,-7.86
India,Saudi Arab,46,47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,1.18,1.14,-2.92
India,Saudi Arab,47,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",99.47,99.77,0.3
India,Saudi Arab,48,49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",4.41,5.03,14.01
India,Saudi Arab,49,50,SILK,0.10,0.10,-3.42
India,Saudi Arab,50,51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0.59,0.41,-30.7
India,Saudi Arab,51,52,COTTON.,13.23,9.87,-25.44
India,Saudi Arab,52,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,6.20,6.60,6.58
India,Saudi Arab,53,54,MAN-MADE FILAMENTS.,40.69,31.89,-21.63
India,Saudi Arab,54,55,MAN-MADE STAPLE FIBRES.,23.83,27.99,17.48
